"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Necklace of Strangulation","strong conjuration",18,"neck",,0,"A necklace of strangulation appears to be a wondrous piece of magical jewelry. When placed on the neck, the necklace immediately tightens, dealing 6 points of damage per round. It cannot be removed by any means short of a limited wish, wish, or miracle and remains clasped around the victim's throat even after his death. Only when he has decayed to a dry skeleton (after approximately 1 month) does the necklace loosen, ready for another victim.",,,"Cursed","PFRPG Core",,,,,,,,,"necklace of adaptation, necklace of fireballs, periapt of health, periapt of proof against poison, periapt of wound closure",,0,0,0,1,0,0,0,0,0,"strong",0,0,0,,,"Necklace of Strangulation",292
"Net of Snaring","moderate evocation",8,"none",,"6 lbs.","This net provides a +3 bonus on attack rolls but can only be used underwater. Underwater, it can be commanded to shoot forth up to 30 feet to trap a creature. If thrown on land, it changes course to target the creature that threw it.",,,"Cursed","PFRPG Core",,,,,,,,,"+3 net",,0,0,0,0,0,0,1,0,0,"moderate",6,0,0,,,"Net of Snaring",293
"orange prism ioun stone","strong varied",12,"none","30,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +1 caster level.","Craft Wondrous Item, creator must be 12th level","15,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,30000,15000,,,"Ioun Stone; orange prism",437
"pale blue rhomboid ioun stone","strong varied",12,"none","8,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Strength.","Craft Wondrous Item, creator must be 12th level","4,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,8000,4000,,,"Ioun Stone; pale blue rhomboid",428
"pale green prism ioun stone","strong varied",12,"none","30,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +1 competence bonus on attacks, saves, skill checks, and ability checks.","Craft Wondrous Item, creator must be 12th level","15,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,30000,15000,,,"Ioun Stone; pale green prism",436
"pale lavender ellipsoid ioun stone","strong varied",12,"none","20,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. Absorbs spells of 4th level or lower. After absorbing 20 spell levels, the stone burns out and turns to dull gray, forever useless. The pale lavender stone works like a rod of absorption, but absorbing a spell requires a readied action, and these stones cannot be used to empower spells.","Craft Wondrous Item, creator must be 12th level","10,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,20000,10000,,,"Ioun Stone; pale lavender ellipsoid",434
"Pearl of Power, 1st Level Spell","strong transmutation",17,"none","1,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,1000,500,,,"Pearl of Power; 1st Level Spell",365
"Pearl of Power, 2nd Level Spell","strong transmutation",17,"none","4,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","2,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,4000,2000,,,"Pearl of Power; 2nd Level Spell",366
"Pearl of Power, 3rd Level Spell","strong transmutation",17,"none","9,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","4,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,9000,4500,,,"Pearl of Power; 3rd Level Spell",367
"Pearl of Power, 4th Level Spell","strong transmutation",17,"none","16,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","8,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,16000,8000,,,"Pearl of Power; 4th Level Spell",368
"Pearl of Power, 5th Level Spell","strong transmutation",17,"none","25,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","12,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,25000,12500,,,"Pearl of Power; 5th Level Spell",369
"Pearl of Power, 6th Level Spell","strong transmutation",17,"none","36,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","18,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,36000,18000,,,"Pearl of Power; 6th Level Spell",370
"Pearl of Power, 7th Level Spell","strong transmutation",17,"none","49,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","24,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,49000,24500,,,"Pearl of Power; 7th Level Spell",371
"Pearl of Power, 8th Level Spell","strong transmutation",17,"none","64,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","32,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,64000,32000,,,"Pearl of Power; 8th Level Spell",372
"Pearl of Power, 9th Level Spell","strong transmutation",17,"none","81,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","40,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,81000,40500,,,"Pearl of Power; 9th Level Spell",373
"Pearl of Power, Two Spells","strong transmutation",17,"none","70,000 gp",0,"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast. The spell must be of a particular level, depending on the pearl. Different pearls exist for recalling one spell per day of each level from 1st through 9th and for the recall of two spells per day (each of a different level, 6th or lower).","Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled","35,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,70000,35000,,,"Pearl of Power; Two Spells",374
"pearly white spindle ioun stone","strong varied",12,"none","20,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. Regenerate 1 point of damage per 10 minutes. Regeneration from the pearly white ioun stone works like a ring of regeneration. It only cures damage taken while the character is using the stone.","Craft Wondrous Item, creator must be 12th level","10,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,20000,10000,,,"Ioun Stone; pearly white spindle",435
"Periapt of Foul Rotting","moderate abjuration",10,"neck",,0,"This engraved gem appears to be of little value. If any character keeps the periapt in her possession for more than 24 hours, she contracts a terrible rotting affliction that permanently drains 1 point of Dexterity, Constitution, and Charisma every week. The periapt (and the affliction) can be removed only by application of a remove curse spell followed by a cure disease and then a heal, miracle, limited wish, or wish spell. The rotting can also be countered by crushing a periapt of health and sprinkling its dust upon the afflicted character (a full-round action), whereupon the periapt of foul rotting likewise crumbles to dust.",,,"Cursed","PFRPG Core",,,,,,,,,"periapt of health, periapt of proof against poison, periapt of wound closure",,0,0,1,0,0,0,0,0,0,"moderate",0,0,0,,,"Periapt of Foul Rotting",294
"Philosopher's Stone","strong transmutation",20,"none",,"3 lbs.","This rare substance appears to be an ordinary, sooty piece of blackish rock. If the stone is broken open (break DC 20), a cavity is revealed at the stone's heart. This cavity is lined with a magical type of quicksilver that enables any character with at least 10 ranks in Craft (alchemy) to transmute base metals (iron and lead) into silver and gold. A single philosopher's stone can turn up to 5,000 pounds of iron into silver (worth 25,000 gp), or up to 1,000 pounds of lead into gold (worth 50,000 gp). However, the quicksilver becomes unstable once the stone is opened and loses its potency within 24 hours, so all transmutations must take place within that period. The quicksilver found in the center of the stone may also be put to another use. If mixed with any cure potion while the substance is still potent, it creates a special oil of life that acts as a true resurrection spell for any dead body it is sprinkled upon.",,,"Artifact","PFRPG Core",,,,,,,,,,"The philosopher's stone can be destroyed by being placed in the heel of a titan's boot for at least 1 entire week.",1,0,0,0,0,0,0,0,1,"strong",3,0,0,,,"NULL",1023
"pink and green sphere ioun stone","strong varied",12,"none","8,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Charisma.","Craft Wondrous Item, creator must be 12th level","4,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,8000,4000,,,"Ioun Stone; pink and green sphere",430
"pink rhomboid ioun stone","strong varied",12,"none","8,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Constitution.","Craft Wondrous Item, creator must be 12th level","4,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,8000,4000,,,"Ioun Stone; pink rhomboid",429
"Poisonous Cloak","strong abjuration",15,"shoulders",,"1 lb.","This cloak is usually made of a wool, although it can be made of leather. A detect poison spell can reveal the presence of poison in the cloak's fabric. The garment can be handled without harm, but as soon as it is actually donned, the wearer takes 4d6 points of Constitution damage unless she succeeds on a DC 28 Fortitude save. Once donned, a poisonous cloak can be removed only with a remove curse spell; doing this destroys the magical property of the cloak. If a neutralize poison spell is then used, it is possible to revive a dead victim with a raise dead or resurrection spell.",,,"Cursed","PFRPG Core",,,,,,,,,"cloak of arachnida, cloak of the bat, cloak of etherealness, cloak of resistance +5, major cloak of displacement",,0,0,1,0,0,0,0,0,0,"strong",1,0,0,,,"Poisonous Cloak",295
"Potion of Poison","strong conjuration",12,"none",,0,"This potion has lost its beneficial abilities and become a potent poison. This poison deals 1d3 Constitution damage per round for 6 rounds. A poisoned creature can make a DC 14 Fortitude save each round to negate the damage and end the affliction.",,,"Cursed","PFRPG Core",,,,,,,,,"any potion",,0,0,0,1,0,0,0,0,0,"strong",0,0,0,,,"Potion of Poison",296
"Ring of Clumsiness","strong transmutation",15,"ring",,0,"This ring operates exactly like a ring of feather falling. However, it also makes the wearer clumsy. She takes a -4 penalty to Dexterity and has a 20% chance of spell failure when trying to cast any arcane spell that has a somatic component. (This chance of spell failure stacks with other arcane spell failure chances.)",,,"Cursed","PFRPG Core",,,,,,,,,"ring of feather falling",,0,0,0,0,0,0,0,0,1,"strong",0,0,0,,,"Ring of Clumsiness",299
"Ring of Energy Resistance greater","moderate abjuration",11,"ring","44,000 gp",0,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A greater ring of energy resistance grants 30 points of resistance.","Forge Ring, resist energy","22,000 gp","Ring","PFRPG Core",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",0,44000,22000,,,"Ring of Energy Resistance greater",494
"Ring of Energy Resistance major","moderate abjuration",7,"ring","28,000 gp",0,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A major ring of energy resistance grants 20 points of resistance.","Forge Ring, resist energy","14,000 gp","Ring","PFRPG Core",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",0,28000,14000,,,"Ring of Energy Resistance major",492
"Ring of Energy Resistance minor","moderate abjuration",3,"ring","12,000 gp",0,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A minor ring of energy resistance grants 10 points of resistance.","Forge Ring, resist energy","6,000 gp","Ring","PFRPG Core",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",0,12000,6000,,,"Ring of Energy Resistance minor",493
"Robe of Powerlessness","strong transmutation",13,"body",,"1 lb.","A robe of powerlessness appears to be a magic robe of another sort. As soon as a character dons this garment, she takes a -10 penalty to Strength, as well as to Intelligence, Wisdom, or Charisma, forgetting spells and magic knowledge accordingly. If the character is a spellcaster, the robe targets the character's primary spellcasting score, otherwise it targets Intelligence. The robe can be removed easily, but in order to restore mind and body, the character must receive a remove curse spell followed by heal.",,,"Cursed","PFRPG Core",,,,,,,,,"robe of the archmagi, robe of blending, robe of bones, robe of eyes, robe of scintillating colors, robe of stars, robe of useful items",,0,0,0,0,0,0,0,0,1,"strong",1,0,0,,,"Robe of Powerlessness",297
"Robe of Vermin","strong abjuration",13,"body",,"1 lb.","The wearer notices nothing unusual when the robe is donned, and it functions normally. However, as soon as he is in a situation requiring concentration and action against hostile opponents, the true nature of the garment is revealed: the wearer immediately suffers a multitude of bites from the insects that magically infest the garment. He must cease all other activities in order to scratch, shift the robe, and generally show signs of the extreme discomfort caused by the bites and movement of these pests. The wearer takes a -5 penalty on initiative checks and a -2 penalty on all attack rolls, saves, and skill checks. If he tries to cast a spell, he must make a concentration check (DC 20 + spell level) or lose the spell.",,,"Cursed","PFRPG Core",,,,,,,,,"robe of the archmagi, robe of blending, robe of bones, robe of eyes, robe of scintillating colors, robe of stars, robe of useful items",,0,0,1,0,0,0,0,0,0,"strong",1,0,0,,,"Robe of Vermin",298
"Robe, Monk's","moderate transmutation",10,"body","13,000 gp","1 lb.","This simple brown robe, when worn, confers great ability in unarmed combat. If the wearer has levels in monk, her AC and unarmed damage is treated as a monk of five levels higher. If donned by a character with the Stunning Fist feat, the robe lets her make one additional stunning attack per day. If the character is not a monk, she gains the AC and unarmed damage of a 5th-level monk (although she does not add her Wisdom bonus to her AC). This AC bonus functions just like the monk's AC bonus.","Craft Wondrous Item, righteous might or transformation","6,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",1,13000,6500,,,"Robe; Monk's",249
"Scarab of Death","strong abjuration",19,"neck",,0,"If this small scarab brooch is held for more than 1 round or carried in a living creature's possessions for 1 minute, it changes into a horrible burrowing beetle-like creature. The thing tears through any leather or cloth, burrows into flesh, and reaches the victim's heart in 1 round, causing death. A DC 25 Reflex save allows the wearer to tear the scarab away before it burrows out of sight, but he still takes 3d6 points of damage. The beetle then returns to its scarab form. Placing the scarab in a container of wood, ceramic, bone, ivory, or metal prevents it from coming to life and allows for long-term storage of the item.",,,"Cursed","PFRPG Core",,,,,,,,,"amulet of mighty fists, amulet of natural armor, amulet of the planes, amulet of proof against detection and location, brooch of shielding, golembane scarab, scarab of protection",,0,0,1,0,0,0,0,0,0,"strong",0,0,0,,,"Scarab of Death",300
"scarlet and blue sphere ioun stone","strong varied",12,"none","8,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. +2 enchantment bonus to Intelligence.","Craft Wondrous Item, creator must be 12th level","4,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,8000,4000,,,"Ioun Stone; scarlet and blue sphere",431
"Scrab, Golembane","moderate divination",8,"neck","2,500 gp",0,"This beetle-shaped pin enables its wearer to detect any golem within 60 feet, although he must concentrate (a standard action) in order for the detection to take place. A scarab enables its possessor to combat golems with weapons, unarmed attacks, or natural weapons as if those golems had no damage reduction.","Craft Wondrous Item, detect magic, creator must be at least 10th level","1,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"moderate",0,2500,1250,,,"Scarab; Golembane",258
"Silver Dagger, Masterwork","no aura (nonmagical)",0,"none","322 gp","1 lb.","As a masterwork weapon, this alchemical silver dagger has a +1 enhancement bonus on attack rolls (but not to damage rolls).",,,"Weapon","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"none",1,322,0,,,"Silver Dagger; Masterwork",313
"Slaying Arrow greater","strong necromancy",13,"none","4,057 gp","1/10 lb.","This +1 arrow is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must make a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus death ward protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below. A greater slaying arrow functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed. d% Designated Type or Subtype 01-05 Aberrations 06-09 Animals 10-16 Constructs 17-27 Dragons 28-32 Fey 33 Humanoids, aquatic 34-35 Humanoids, dwarf 36-37 Humanoids, elf 38-44 Humanoids, giant 45 Humanoids, gnoll 46 Humanoids, gnome 47-49 Humanoids, goblinoid 50 Humanoids, halfling 51-54 Humanoids, human 55-57 Humanoids, reptilian 58-60 Humanoids, orc 61-65 Magical beasts 66-70 Monstrous humanoids 71-72 Oozes 73 Outsiders, air 74-76 Outsiders, chaotic 77 Outsiders, earth 78-80 Outsiders, evil 81 Outsiders, fire 82-84 Outsiders, good 85-87 Outsiders, lawful 88 Outsiders, water 89-90 Plants 91-98 Undead 99-100 Vermin","Craft Magic Arms and Armor, heightened finger of death","2,032 gp","Weapon","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"strong",0.1,4057,2032,,"+1 arrow","Slaying Arrow greater",571
"Spear, Cursed Backbiter","moderate evocation",10,"none",,"3 lbs.","This is a +2 shortspear, but each time it is used in melee against a foe and the attack roll is a natural 1, it damages its wielder instead of her intended target. When the curse takes effect, the spear curls around to strike its wielder in the back, automatically dealing the damage to the wielder. The curse even functions when the spear is hurled, and in such a case the damage to the hurler is doubled.",,,"Cursed","PFRPG Core",,,,,,,,,"+2 shortspear, any magic weapon",,0,0,0,0,0,0,1,0,0,"moderate",3,0,0,,,"Spear; Cursed Backbiter",301
"Sphere of Annihilation","strong transmutation",20,"none",,0,"A sphere of annihilation is a globe of absolute blackness 2 feet in diameter. Any matter that comes in contact with a sphere is instantly sucked into the void and utterly destroyed. Only the direct intervention of a deity can restore an annihilated character. A sphere of annihilation is static, resting in some spot as if it were a normal hole. It can be caused to move, however, by mental effort (think of this as a mundane form of telekinesis, too weak to move actual objects but a force to which the sphere, being weightless, is sensitive). A character's ability to gain control of a sphere of annihilation (or to keep controlling one) is based on the result of a control check against DC 30 (a move action). A control check is 1d20 + character level + character Int modifier. If the check succeeds, the character can move the sphere (perhaps to bring it into contact with an enemy) as a free action. Control of a sphere can be established from as far away as 40 feet (the character need not approach too closely). Once control is established, it must be maintained by continuing to make control checks (all DC 30) each round. For as long as a character maintains control (does not fail a check) in subsequent rounds, he can control the sphere from a distance of 40 feet + 10 feet per character level. The sphere's speed in a round is 10 feet + 5 feet for every 5 points by which the character's control check result in that round exceeded 30. If a control check fails, the sphere slides 10 feet in the direction of the character attempting to move it. If two or more creatures vie for control of a sphere of annihilation, the rolls are opposed. If none are successful, the sphere slips toward the one who rolled lowest. See also talisman of the sphere.",,,"Artifact","PFRPG Core",,,,,,,,,,"Should a gate spell be cast upon a sphere of annihilation, there is a 50% chance (01-50 on d%) that the spell destroys it, a 35% chance (51-85) that the spell does nothing, and a 15% chance (86-100) that a gap is torn in the spatial fabric, catapulting everything within a 180-foot radius into another plane. If a rod of cancellation touches a sphere of annihilation, they negate each other in a tremendous explosion. Everything within a 60-foot radius takes 2d6 x 10 points of damage. Dispel magic and mage's disjunction have no effect on a sphere.",1,0,0,0,0,0,0,0,1,"strong",0,0,0,,,"NULL",1024
"Staff of the Magi","strong (all schools)",20,"none",,"5 lbs.","A long wooden staff shod in iron and inscribed with sigils and runes of all types, this potent artifact contains many spell powers and other functions. Unlike a normal staff, a staff of the magi holds 50 charges and cannot be recharged normally. Some of its powers use charges, while others don't. A staff of the magi does not lose its powers if it runs out of charges. The following powers do not use charges: • Detect magic • Enlarge person (Fortitude DC 15 negates) • Hold portal • Light • Mage armor • Mage hand The following powers drain 1 charge per usage: • Dispel magic • Fireball (10d6 damage, Reflex DC 17 half ) • Ice storm • Invisibility • Knock • Lightning bolt (10d6 damage, Reflex DC 17 half ) • Passwall • Pyrotechnics (Will or Fortitude DC 16 negates) • Wall of fire • Web These powers drain 2 charges per usage: • Monster summoning IX • Plane shift (Will DC 21 negates) • Telekinesis (400 lbs. maximum; Will DC 19 negates) A staff of the magi gives the wielder spell resistance 23. If this is willingly lowered, however, the staff can also be used to absorb arcane spell energy directed at its wielder, as a rod of absorption does. Unlike the rod, this staff converts spell levels into charges rather than retaining them as spell energy usable by a spellcaster. If the staff absorbs enough spell levels to exceed its limit of 50 charges, it explodes as if a retributive strike had been performed (see below). The wielder has no idea how many spell levels are cast at her, for the staff does not communicate this knowledge as a rod of absorption does. Thus, absorbing spells can be risky.",,,"Artifact","PFRPG Core",,,,,,,,,,"A staff of the magi can be broken for a retributive strike. Such an act must be purposeful and declared by the wielder. All charges in the staff are released in a 30-foot spread. All within 10 feet of the broken staff take an amount of damage equal to 8 times the number of charges in the staff, those between 11 feet and 20 feet away take damage equal to 6 times the number of charges, and those 21 feet to 30 feet distant take 4 times the number of charges. A DC 23 Reflex save reduces damage by half. The character breaking the staff has a 50% chance (01-50 on d%) of traveling to another plane of existence, but if she does not (51-100), the explosive release of spell energy destroys her (no saving throw).",1,0,0,0,0,0,0,0,0,"strong",5,0,0,,"quarterstaff","NULL",615
"Stone of Weight (Loadstone)","faint transmutation",5,"none",,"1 lb.","This dark, polished stone reduces the possessor's base land speed to half of normal. Once picked up, the stone cannot be disposed of by any nonmagical means-if it is thrown away or smashed, it reappears somewhere upon the possessor's person. If a remove curse spell is cast upon a loadstone, the item may be discarded normally and no longer haunts the individual.",,,"Cursed","PFRPG Core",,,,,,,,,"ioun stone, stone of alarm, stone of controlling earth elementals, stone of good luck",,0,0,0,0,0,0,0,0,1,"faint",1,0,0,,,"Stone of Weight (Loadstone)",302
