"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Metamagic Gem, Silent Spineld","strong (no school)",11,"none","1,000 gp",0,"Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a fullround action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created-their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","Craft Wondrous Item, appropriate metamagic feat","500 gp","Wondrous Item","Rival Guide",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,1000,500,,,"NULL",935
"Metamagic Gem, Still Amber","strong (no school)",11,"none","1,000 gp",0,"Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a fullround action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created-their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","Craft Wondrous Item, appropriate metamagic feat","500 gp","Wondrous Item","Rival Guide",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,1000,500,,,"NULL",936
"Metamagic Gem, Widening Emerald","strong (no school)",11,"none","4,000 gp",0,"Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a fullround action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created-their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","Craft Wondrous Item, appropriate metamagic feat","2,000 gp","Wondrous Item","Rival Guide",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,4000,2000,,,"NULL",937
"Pendant of the Blood Scarab","faint divination",3,"neck","1,000 gp",0,"A carved ruby in the shape of a scarab set in gold, this magic amulet grants its wearer insight on where to strike a creature so as to maximize pain and distress. This pendant must be worn against bare flesh in order to function. Once per day, as an immediate action, when the wearer of a pendant of the blood scarab threatens a critical hit with any attack, he may automatically confirm the critical hit. When the user activates this ability, the pendant's spiky little legs momentarily animate and clutch against the wearer's skin, dealing 1d6 points of damage as the amulet burrows and digs into the wearer's body in apparent delight at the devastating blow inflicted on the enemy.","Craft Wondrous Item, true strike","500 gp","Wondrous Item","Rival Guide",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",0,1000,500,,,"NULL",922
"Amber Spindle Ioun Stone, Thassilonian","strong varied",12,"none",,0,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets. Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall. Amber Spindle: An amber spindle grants a +1 resistance bonus on all saving throws (the bonuses from possessing multiple amber spindles stack, up to a maximum of +5).",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"No text given, assume like any other ioun stone",1,0,0,0,0,0,0,0,0,"strong",0,0,0,,,"NULL",1217
"Anathema Archive","strong (all schools)",20,"none",,"2 lbs.","This unusually heavy scroll consists of a rather long sheet of supple, impossible-to-tear parchment wound between two rods. When the anathema archive is opened, it presents a tangle of Thassilonian runes to the observer. Each time the scroll is unfurled, the runes are in a different order, the contents of the archive shifting according to the user's state of mind and desires each time it is used. The archive itself can be used for two purposes: to cast ancient spells and to divulge lore about hateful secrets and hidden horrors. When using the anathema archive t o c ast s pells, t he u ser can either simply open it (in which case it randomly opens to one of the new Thassilonian spells presented earlier in this chapter) or the user can attempt to force the anathema archive to open to a specific spell from that list or to any arcane spell she knows how to cast. Doing so requires a Spellcraft check (DC = 20 + double spell level)-failure indicates the archive opens to a random spell from this chapter's seven earlier options. Whatever spell the anathema archive i s o pened t o, t he u ser may cast that spell from the scroll as if she were casting a spell from a normal scroll, save that the spell is not consumed from the anathema archive upon being cast. When used for research, the anathema archive g rants a +10 insight bonus into any one Knowledge check associated with sinister or frightening ancient topics (subject to the GM's discretion-sample subjects include evil outsiders, runelords, Thassilon, Leng, evil religions, or undead). This allows a character to make the Knowledge skill check untrained. Each time a character uses the anathema archive, her mind becomes increasingly haunted and unhinged. Upon using the archive, the user must make a Will save (DC = 15 + twice the total number of times the user has used the anathema archive). Failure results in the user taking 1d4 points of Wisdom drain and becoming confused for a number of rounds equal to 1 + the total number of times she has used the artifact. The anathema archive closes automatically each time it is used, and cannot be opened again for 24 hours by any force.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"The anathema archive must be eaten by an angel who has been rendered deaf and blind by an evil source-the angel must not know that it is eating an artifact.",0,1,0,0,0,0,0,0,0,"strong",2,0,0,,,"NULL",1210
"Anima Focus","strong (conjuration and necromancy)",20,"none",,"9 tons","The anima focus is an immense artifact created by Karzoug in the final years of Thassilon, based upon the research and notes of the Lords of Greed in Runeforge. This artifact maintains the link between the Material Plane and the Eye of Avarice, and siphons fragments of greedy souls that have been prepared by a special ritual through the soul lens found within the Eye of Avarice into the runewell itself. The anima focus has other powers as well, linked to the Pinnacle of Avarice-see page 359 for details.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"The soul lens to which the anima focus is linked must be destroyed, after which the anima focus can be destroyed by physical damage or magic (hardness 20; hp 800; Break DC 50).",0,1,0,1,0,0,0,1,0,"strong",9,0,0,,,"NULL",1211
"Chellan, Sword Of Greed (major Artifact)","strong transmutation",16,"none",,"25 lbs.","Of the Seven Blades of Conviction wielded by the runelords' champions-weapons known as the Alara'hai to the Thassilonians, the sword of greed was the most extravagant-for it was made of magically hardened gold, tempered to the strength of adamantine yet retaining its luster. Although made of gold, Chellan functions as an adamantine weapon for the purposes of overcoming damage reduction and bypassing hardness. Chellan is a +5 keen scimitar, and its density allows it to damage foes as if it were one size category larger than its actual size. It can be properly wielded only by characters with a Strength of 18 or higher-all other characters must either wield it as a two-handed weapon or take a -2 penalty on attack rolls with the weapon. Whenever Chellan strikes a foe, the target must succeed at a DC 20 Fortitude save or be slowed as per the spell slow (CL 16th). If the sword scores a critical hit, the target must succeed at a DC 25 Fortitude save or be turned into a crystalline statue, as if by flesh to stone. Characters turned to crystal by Chellan appear to be made of ruby, diamond, or some other valuable gem, but are in fact merely colored quartz of little value to looters. Fanatical in the extreme, Chellan seeks to force its wielder into serving Karzoug and furthering the runelord's goals. To enforce this purpose of their existence, it can use its intelligence and special abilities to aid and manipulate those who think to wield it.",,,"Artifact","RotRL-AE-Appendix","LE",,,,25,"telepathy","sight and hearing (30 ft.) Int 18, Wis 10, Cha 10","3/day-create food and water, cure serious wounds, endure elements",,,0,0,0,0,0,0,0,0,1,"strong",25,0,0,"Common, Thassilonian","+5 keen scimitar","NULL",1192
"Crimson Sphere Ioun Stone, Thassilonian","strong varied",12,"none",,0,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets. Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall. Crimson Sphere: This ioun stone grants a +2 enhancement bonus to Intelligence (the bonuses from possessing multiple crimson spheres stack, up to a maximum of +6).",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"No text given, assume like any other ioun stone",1,0,0,0,0,0,0,0,0,"strong",0,0,0,,,"NULL",1218
"Elixir Of The Peaks","moderate transmutation",7,"none","2,450 gp",0,"When imbibed, an elixir of the peaks gives the user the ability to scale and survive in mountainous terrain with great skill. The imbiber is treated as if acclimated to all high altitudes lower than a death zone, and gains a +2 competence bonus on all Survival checks made at elevations of above 5,000 feet. She also gains a +10 competence bonus on Climb checks and Survival checks in mountainous terrain (these bonuses stack with the altitude-based bonus above). Finally, the imbiber gains the benefits of an endure elements spell. The effects of this elixir wear off after 8 hours.","Craft Wondrous Item, endure elements, spider climb","1,225 gp","Wondrous Item","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,2450,1225,,,"NULL",1213
"Emerald Ellipsoid Ioun Stone, Thassilonian","strong varied",12,"none",,0,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets. Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall. Emerald Ellipsoid: An emerald ellipsoid grants 5 bonus hit points (the bonuses from multiple emerald ellipsoids stack; there is no maximum benefit).",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"No text given, assume like any other ioun stone",1,0,0,0,0,0,0,0,0,"strong",0,0,0,,,"NULL",1219
"Fanged Falchion","moderate transmutation [evil]",11,"none","22,375 gp","8 lbs.","The blade of this brutal-looking falchion is serrated, forming the fangs of the stylized etching of a jackal's profile on the shimmering metal. Such weapons are fashioned in honor of Lamashtu and are favored by her most powerful cultists as weapons not only for battle, but also for sacrifice. A fanged falchion is a +1 unholy falchion and wounds caused by the weapon's serrated edge are horrifically ragged and bleed profusely. Whenever a fanged falchion's wielder scores a successful critical hit with it, the sword's blade animates and ""chews"" at its victim In addition to doing damage for the critical hit, this horrific chewing deals 2 points of Constitution damage and stuns the victim for 1 round (Fort DC 15 negates). Creatures immune to critical hits are immune to this Constitution damage and the stun effect.","Craft Magic Arms and Armor, harm, unholy blight, creator must be evil","11,375 gp","Weapon","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",8,22375,11375,,"+1 unholy falchion","NULL",1214
"Fog-cutting Lenses","faint transmutation",5,"face","8,000 gp","1 lb.","These goggles are made of carefully-polished rock crystal, with frames of polished brass and a simple leather strap and buckle sized for a giant's head (but easily adjustable for smaller wearers). The goggles allow the wearer to see through magical and normal fogs, mists, and similar obscurement. They do not confer darkvision or low-light vision. Further, the goggles distort and skew vision strangely, causing a -4 penalty on Perception checks.","Craft Wondrous Item, darkvision, fog cloud","4,000 gp","Wondrous Item","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",1,8000,4000,,,"NULL",1215
"Impaler Of Thorns","moderate enchantment",7,"none","9,000 gp","9 lbs.","The impaler of thorns is an ancient weapon dating back to Thassilonian times, when it was often used by city guards to aid in breaking up civil unrest. An impaler's shaft is made of darkwood, and its head is a thornlike, wide-bladed barb. When an impaler of thorns is used in combat, its successful critical hits are accompanied by an unsettling screech, as of some wild beast in anger. An impaler of thorns is a +1 longspear. Once per day as it strikes a foe, the wielder can cause it (as a free action) to unleash a 30-foot-radius burst of despair that affects all creatures not wielding an impaler of thorns. Creatures affected must succeed at DC 16 Will saves or become overwhelmed with sadness and despair, taking -2 penalties on attack rolls, saving throws, ability checks, skill checks, and weapon damage rolls for 6 minutes. The target struck when this effect is triggered must also succeed at a second DC 16 Will save to resist becoming nauseated with despair for 1 round.","Craft Magic Arms and Armor, cat's grace, crushing despair, delay poison","4,500 gp","Weapon","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,1,0,0,0,"moderate",9,9000,4500,,"+1 longspear","NULL",1216
"Karzoug's Burning Glaive","strong transmutation [evil]",17,"none",,"8 lbs.",,,,"Artifact","RotRL-AE-Appendix","NE",,,,22,"read languages, speech, telepathy","darkvision 120 ft., hearing Int 17, Wis 10, Cha 17","cure moderate wounds on wielder 3/day, faerie fire 3/day, major image (DC 16) 1/day",,"Karzoug's burning glaive can be destroyed by hurling it under the crushing feet of the Oliphaunt of Jandelay, although only so long as no current runelord of greed lives in the world.",0,1,0,0,0,0,0,0,1,"strong",8,0,0,"Ignan, Thassilonian","+2 flaming dancing glaive","NULL",1221
"Onyx Rhomboid Ioun Stone, Thassilonian","strong varied",12,"none",,0,"Whether they were invented by the Azlanti or merely discovered by them, ioun stones were an important part of Azlanti society-and by extension, of Thassilonian society. Many of Thassilon's rulers- particularly runelords like Karzoug-took to the art of embedding these stones in their flesh. An ioun stone implanted in this manner cannot be sundered or stolen. Further rules on implanting ioun stones can be found in Pathfinder Campaign Setting: Seekers of Secrets. Thassilonian wizards perfected and enhanced many forms of ioun stones, such as the four unusually powerful stones listed below. These stones are minor artifacts, and methods of their creation have been lost since Thassilon's fall. Onyx Rhomboid: This stone grants a +2 enhancement bonus to Constitution (the bonuses from possessing multiple onyx rhomboids stack, up to a maximum of +6).",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"No text given, assume like any other ioun stone",1,0,0,0,0,0,0,0,0,"strong",0,0,0,,,"NULL",1220
"Revelation Quill","strong divination",20,"none",,"3 lbs.","The first revelation quills were created by the followers of the Peacock Spirit. Since the fall of Thassilon, the method for creating them has been lost. The few revelation quills that remain today continue to function, drawing their revelations, it is said, from the Peacock Spirit itself. The quill is fashioned from a peacock's tail feather. Its nib is made of bone, and when held in one's hand, the quill seems strangely heavy. If placed in an empty vial or other glass container of similar size and left there for an hour, a revelation quill fills that container with ink. The ink created is of a random color 50% of the time, otherwise the ink is black. While a revelation quill can certainly function as a standard writing implement, its true strength lies in its ability to answer questions. Once per day, if the user concentrates on a specific future goal, event, or activity occurring within the coming week, the revelation quill takes over and writes out a short phrase in response, often in the form of a cryptic rhyme or omen, much in the same way the divination spell functions. Once per week, the user may use the quill in the same way to cast contact other plane instead, asking up to 10 questions of the mysterious intellect that guides the revelation quill.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"The quill must be tricked into revealing the method of destroying itself without asking it to reveal that method.",1,0,0,0,1,0,0,0,0,"strong",3,0,0,,,"NULL",1223
"Robe Of Runes","strong transmutation",13,"body","44,000 gp","1 lb.","This robe is made of crimson silk and emblazoned with dozens of spindly Thassilonian runes, each symbolizing a different type of magical effect or syllable of power. Though favored by wizards, this robe can provide some benefit to any spellcasting creature. While worn, it grants a +4 enhancement bonus to Intelligence and allows the wearer to recall, as a free action, up to four levels of spells per day that he had prepared and then cast. Each time a spell is recalled and prepared again in this manner, the sudden rush of magical energy infuses the wearer with power. For 1 round after recalling a spell, the wearer's spell save DCs and attack rolls made with spells gain a +2 enhancement bonus.","Craft Wondrous Item, fox's cunning, limited wish","22,000 gp","Wondrous Item","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",1,44000,22000,,,"NULL",1224
"Robes Of Xin-shalast","strong abjuration and conjuration",16,"body","198,000 gp","1 lb.","The traditional robes of the runelord of greed are known as the robes of Xin-Shalast. Rarely, a runelord would grant a favored apprentice a set of these robes. Woven of the finest of silks and accented with precious gemstones and gold, the robes are surprisingly light and easy to move in. Robes of Xin-Shalast aid and accentuate their wearer's spellcasting ability. They grant a +6 armor bonus and spell resistance 24, but also cause the wearer to cast all spells at +1 caster level. Two of the robe's pockets function as handy haversacks. The wearer of these robes is immune to the effects of the occluding field that surrounds the Spires of Xin-Shalast, and can exist comfortably in all high altitudes, including within the death zone at altitudes of 26,000 feet and higher.","Craft Wondrous Item, endure elements, mage armor, protection from spells, secret chest","99,000 gp","Wondrous Item","RotRL-AE-Appendix",,,,,,,,,,,0,0,1,1,0,0,0,0,0,"strong",1,198000,99000,,,"NULL",1225
"Runechill Hatchet","moderate necromancy",5,"none","5,312 gp","6 lbs.","Runechill hatchets are sized for Large creatures, but resizes so it can be wielded by Medium creatures as battleaxes or Small creatures as greataxes. Their blades are jagged and carved with Thassilonian runes, and the weapons always feel cold to the touch. A runechill hatchet otherwise functions as a +1 battleaxe, but once per day as a free action, its wielder can cause the runes on the blade to flare up with flickering cold blue light. For the next 5 rounds, the axe deals an additional +1d6 points of negative energy damage on a hit. Any creature that takes any amount of this additional negative energy damage must also succeed at a DC 12 Fortitude save or take 1 point of Strength damage. An undead creature struck by a runechill hatchet does not gain this negative energy as healing, but instead must make a DC 12 Will saving throw or flee as if panicked for 1d4+5 rounds.","Craft Magic Arms and Armor, chill touch","2,812 gp","Weapon","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"moderate",6,5312,2812,,"+1 battleaxe","NULL",1226
"Runeslave Cauldron","strong necromancy",20,"none",,"900 lbs.","This 12-foot-high, 10-foot-diameter cauldron is made of solid iron, cast in one piece and thick enough to withstand great heat. Its side is marked with the Sihedron Rune, while many other Thassilonian runes grace its rim. A runeslave cauldron has the ability to infuse the body of a freshly slain giant, reviving it and transforming it into a runeslave (see page 412). Before it can be used, the runeslave cauldron must first be activated by filling it with a specially prepared broth of rare necromantic ingredients and rainwater collected from several open graves. The cost of the special ingredients is 10,000 gp, but once the cauldron is filled, a fire lights under it automatically and keeps the broth bubbling and functional for 1 year. Once the cauldron is filled with broth, one need only sacrifice a giant (the method of killing the giant is incidental) and then place the giant's corpse wholly or partially within the cauldron's bubbling contents. One hour later, the sacrificed giant rises from the cauldron as if true resurrection had been cast on it. In addition, the newly revived giant gains the runeslave template (see page 412). The cauldron can revive up to five giants a day in this manner. Non-giant corpses placed in the broth are unaffected by the cauldron's magic. Any living creature (save for a runeslave) completely immersed in the boiling broth inside a functional runeslave cauldron immediately takes 6d6 points of fire damage per round. In addition, the smoke produced by the cauldron as it boils is particularly noxious to good-aligned beings. It spreads to a radius of 30 feet around the cauldron, and while the smoke isn't thick enough to obscure vision, its foul-smelling vapors sting and burn those of good alignment. Each round such a creature remains in the smoke, he must make a DC 20 Fortitude save or be blinded and nauseated for as long as he remains in the area plus an additional 1d6 rounds after leaving the area.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"By brewing a certain variant mixture of broth and then attempting to use the runeslave cauldron to transform a good-aligned giant who volunteers for the job, the cauldron can be caused to crack open across the Sihedron carving. This immediately destroys the cauldron and slays all living runeslaves it has created.",1,0,0,0,0,0,0,1,0,"strong",900,0,0,,,"NULL",1227
"Runewell Amulet","strong transmutation",20,"neck",,0,"This amulet of gold and red crystal grants the wearer a +5 enhancement bonus to her natural armor. In addition, the wearer becomes attuned to both the runewell of greed and the soul lens that controls it-allowing t he wearer to benefit from the fragmentary souls gathered and absorbed by the runewell. As long as the runewell functions, the wearer does not age and has no need for food or water. In addition, she can fly at a speed of 60 feet with perfect maneuverability and gains fast healing 10. If the runewell amulet is removed, the wearer loses all of these abilities. While this does mean the wearer begins aging normally and must eat and drink, she does not suffer any ill effect from the years that passed or the meals she missed while she wore the amulet.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"A runewell amulet must be thrown into an active runewell of an opposing magic (a runewell of lust or a runewell of pride in the case of this particular amulet)-doing so causes the amulet to shatter into four fragments, which then scatter throughout the region that was once Thassilon. If these four fragments can be gathered and placed back in the associated runewell (the runewell of greed in this case), the amulet reforms and returns to full use.",1,0,0,0,0,0,0,0,1,"strong",0,0,0,,,"NULL",1229
"Runewell Of Greed","strong necromancy",20,"none",,"900 lbs.","Currently hidden at the heart of the Eye of Avarice in a demiplane lodged between Leng and the Material Plane, Karzoug's runewell of greed is the key to both his escape from the destruction of Thassilon and his eventual return to life. The runewell itself is a core part of the Rise of the Runelords Adventure Path, but by the time the PCs arrive at the Eye of Avarice, the circular well (which appears to be filled with molten gold) has already done its job absorbing fragments of greedy souls and is in the process of using that energy to finalize Karzoug's escape. Beyond this effect, though, Karzoug can utilize the runewell in other ways. It grants him the ability to use scrying at will, although the runewell's range is limited to the Xin-Shalast region or to specific agents like Mokmurian, Xanesha, and Lucrecia. Creatures that wear magic items marked with the Sihedron take a -4 penalty on saves against this effect. The runewell allows Karzoug to see through the eyes and speak through the mouths of anyone who wears a Sihedron medallion (see p age 426). H e can also, given time, call up from the runewell a live adult blue dragon minion to serve him as an ally or mount. This essentially functions as a gate spell, save that the dragon is actually created by the runewell rather than called. Karzoug can only have one such dragon in existence at any one time, and must wait 8 hours after a previous dragon's death before calling a new blue dragon to serve him. The runewell itself is 10 feet in diameter and 10 feet deep. The liquid it contains functions in all ways as molten gold-dealing damage is if it were lava upon creatures splashed or immersed within it. Gold drawn from the runewell cools normally and is permanent-the runewell immediately replenishes gold taken from its supplies-yet this gold cannot exist more than 30 feet from the runewell's rim. If brought beyond this range, it vanishes in an instant. Runewells associated with other runelords and sins exist throughout the ruins of Thassilon; each of these artifacts is a unique item with its own powers.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"The runewell of greed is linked to Karzoug, and as long as he lives, the runewell cannot be destroyed. If Karzoug is slain, the molten gold within the runewell itself immediately hardens and turns to chalky, worthless stone, destroying the runewell in the process.",0,1,0,0,0,0,0,1,0,"strong",900,0,0,,,"NULL",1230
"Runewell, Minor","strong necromancy",20,"none",,"900 lbs.","Runelord Alaznist, inspired by and jealous of Karzoug's success with the runewell of greed, experimented with variant runewells of her own design. Many of these minor runewells of wrath existed in her domain-though today most are lost deep under the waters of the Varisian Gulf or are hidden away in Hollow Mountain, with only the one remaining on mainland Avistan hidden in the Catacombs of Wrath under Sandpoint. Every time a creature with a wrathful soul (including most goblins and quite a few of the victims murdered years ago by Jervas Stoot) dies within a mile of a minor runewell, it gains 1 wrath point. There's no limit to the number of wrath points the minor runewell can store, but it currently contains only 20. Each time the well's waters are drawn upon (as detailed below), a number of wrath points are expended. If enough points are expended to put its total at 0 or negative wrath points, the minor runewell deactivates, its waters fading away. Reactivating the minor runewell requires long-lost rituals-or the reactivation of a major runewell somewhere else in the world. Such an event restores a minor runewell of wrath to a starting level of 3 wrath points. A minor runewell is only 3 feet deep, yet any living creature that enters its freezing orange waters immediately takes 2d6 points of cold damage and must succeed at a DC 15 Will save or be overcome with wrath. Failure indicates the creature becomes enraged (as if under the effects of a rage spell) and immediately attacks the nearest living creature. If no living creatures are in sight, the enraged creature is compelled to seek out a victim, moving at full speed in its search. This rage persists for 2d6 minutes, after which point the creature becomes fatigued. Each activation of a minor runewell in this manner costs 3 wrath points. A minor runewell can also be commanded to disgorge a sinspawn. To manifest a sinspawn, a creature need only allow a few drops of its blood to fall into the pool. One round later, a sinspawn emerges from the well and immediately attacks the closest creature in which it cannot scent wrath. Each use of a minor runewell in this manner costs 6 wrath points.",,,"Artifact","RotRL-AE-Appendix",,,,,,,,,,"Once a minor runewell of wrath is deactivated, it can be destroyed forever by filling it with holy water that is then set to a boil for no less than 24 hours.",1,0,0,0,0,0,0,1,0,"strong",900,0,0,,,"NULL",1228
"Sadist's Lash","strong abjuration and conjuration",11,"none","22,301 gp","1 lb.","A sadist's lash is a long whip of thin strips of leather. Created originally by a special sect of wizards who served under Runelord Sorshen, sadist's lashes swiftly became quite popular throughout Thassilon. The lash acts as a +1 wounding whip, and also aids enchantment spells in two ways. First, it can deliver enchantment spells with a range of touch as if the wielder had touched the creature struck. Additionally, any creature that takes damage from a sadist's lash takes a -5 penalty on Will saves against all enchantment effects created by the wielder of the lash for 1 minute unless it succeeds at a DC 15 Will save.","Craft Magic Arms and Armor, dominate person","11,301 gp","Weapon","RotRL-AE-Appendix",,,,,,,,,,,0,0,1,1,0,0,0,0,0,"strong",1,22301,11301,,"+1 wounding whip","NULL",1231
"Sihedron Medallion","faint necromancy",5,"neck","3,500 gp",0,"This medallion hangs on a leather cord, a silver disc inscribed with the Sihedron. These medallions were given to favored agents of the runelords; the medallions granted some minor benefits to the wearers, but also allowed the runelords to use the wearer as proxies. By concentrating on a scrying device (such as a runewell), a runelord can sense the world through the Sihedron medallion wearer's senses, and could speak through her voice-provided the runelord knows of the existence of the medallion and the fact that it is being worn. Thus, Karzoug cannot use the medallion while it's worn by Nualia in Chapter One, as she is unknown to him, but once the PCs come to his attention later in the campaign, that may well change. See page 324 for more details on the ramifications of wearing a Sihedron medallion in Xin-Shalast. While worn, a Sihedron medallion grants its wearer a +1 resistance bonus on all saving throws. Once per day, as a free action, it may be commanded to bestow the effects of false life on the wearer. Placed on the neck of a dead body, a Sihedron medallion preserves the body indefinitely via a gentle repose effect.","Craft Wondrous Item, false life, gentle repose, resistance","1,750 gp","Wondrous Item","RotRL-AE-Appendix",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"faint",0,3500,1750,,,"NULL",1232
"Sihedron Ring","moderate abjuration and illusion",9,"ring","35,000 gp",0,"This otherwise plain ring is adorned with a tiny Sihedron rune. These rings were given to agents and allies of the runelords as badges of office and tokens of appreciation for their work-sometimes, they were given as bribes to those a runelord was attempting to win to his cause. Like the more common Sihedron medallion, runelords have special links to Sihedron rings that aid in scrying and observation of the world around the wearer of the ring. A Sihedron ring grants a +3 deflection bonus to AC, a +3 resistance bonus on all saving throws, and protects the wearer with a constant endure elements effect. At will, as a standard action, the wearer can use the Sihedron ring to change the appearance of his clothing or armor into any other kind of clothing or armor. The actual clothing and armor worn retain all their properties (including weight) when glamered. Only true seeing or similar magic reveals the true nature of the adornments.","Forge Ring, endure elements, resistance, shield","17,500 gp","Ring","RotRL-AE-Appendix",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",0,35000,17500,,,"NULL",1233
